1 0.49 135.28
2 0.49 133.17
3 0.47 134.14
4 0.56 133.23
5 0.51 132.53
6 0.55 132.07
7 0.58 133.66
8 0.55 129.45
9 0.54 126.46
10 0.55 127.85
11 0.53 129.63
12 0.54 131.58
13 0.54 133.18
14 0.51 132.84
15 0.52 134.02
16 0.55 131.40
17 0.56 129.81
18 0.50 127.65
19 0.50 130.34
20 0.53 127.53
21 0.51 127.79
22 0.52 129.71
23 0.54 130.23
24 0.52 130.63
25 0.49 134.71
26 0.46 133.13
27 0.50 132.87
28 0.49 128.73
29 0.47 128.73
30 0.51 128.56
31 0.47 127.64
32 0.49 127.47
33 0.47 126.17
34 0.51 125.85
35 0.49 126.30
36 0.49 123.85
37 0.48 124.03
38 0.48 125.66
39 0.49 124.73
40 0.49 123.78
41 0.48 122.24
42 0.47 120.55
43 0.48 122.19
44 0.45 120.01
45 0.43 118.04
46 0.44 118.16
47 0.44 116.87
48 0.48 115.49
49 0.45 116.51
50 0.47 118.60
51 0.50 118.77
52 0.49 118.46
53 0.49 119.85
54 0.50 119.36
55 0.48 118.65
56 0.49 117.51
57 0.44 117.61
58 0.45 115.84
59 0.48 119.06
60 0.48 120.26
61 0.44 120.43
62 0.44 119.45
63 0.45 119.28
64 0.44 117.26
65 0.44 116.48
66 0.44 118.65
67 0.39 117.36
68 0.39 117.10
69 0.40 116.90
70 0.42 116.50
71 0.43 118.19
72 0.41 118.11
73 0.44 119.00
74 0.43 120.07
75 0.45 121.00
76 0.45 121.14
77 0.43 118.47
78 0.47 117.97
79 0.45 118.32
80 0.44 117.38
81 0.42 115.73
82 0.42 114.39
83 0.44 113.32
84 0.42 112.15
85 0.43 113.34
86 0.41 113.64
87 0.43 111.45
88 0.45 114.09
89 0.42 115.24
90 0.40 114.17
91 0.41 112.41
92 0.43 113.74
93 0.40 114.60
94 0.41 111.78
95 0.41 110.40
96 0.40 109.49
97 0.41 110.89
98 0.39 114.62
99 0.43 114.71
100 0.42 115.29
101 0.44 113.00
102 0.44 113.06
103 0.42 111.77
104 0.44 110.62
105 0.45 108.98
106 0.46 109.80
107 0.50 111.11
108 0.44 113.06
109 0.45 113.04
110 0.44 111.58
111 0.45 114.66
112 0.46 112.35
113 0.47 112.51
114 0.46 111.43
115 0.46 109.38
116 0.45 106.35
117 0.42 104.98
118 0.44 104.76
119 0.43 108.48
120 0.42 108.18
121 0.41 108.62
122 0.40 106.66
123 0.40 107.87
124 0.45 109.13
125 0.43 108.29
126 0.45 105.66
127 0.42 104.60
128 0.40 104.19
129 0.41 105.84
130 0.43 105.87
131 0.40 106.48
132 0.41 106.61
133 0.41 105.84
134 0.41 107.64
135 0.39 107.64
136 0.37 105.52
137 0.39 106.64
138 0.38 106.23
139 0.40 104.98
140 0.40 106.53
141 0.40 109.84
142 0.44 108.40
143 0.41 106.67
144 0.43 108.66
145 0.41 108.87
146 0.42 109.23
147 0.41 108.02
148 0.41 111.64
149 0.41 108.19
150 0.40 109.12
151 0.40 109.70
152 0.41 112.87
153 0.39 112.81
154 0.40 112.73
155 0.38 112.86
156 0.39 114.65
157 0.36 113.43
158 0.37 112.94
159 0.39 113.17
160 0.40 111.27
161 0.40 111.59
162 0.40 109.15
163 0.41 107.11
164 0.38 107.84
165 0.41 108.19
166 0.42 109.53
167 0.41 106.85
168 0.43 104.97
169 0.43 102.09
170 0.43 103.62
171 0.45 101.13
172 0.42 101.46
173 0.43 101.30
174 0.42 102.98
175 0.42 102.47
176 0.44 100.24
177 0.43 102.46
178 0.44 102.02
179 0.45 104.60
180 0.43 103.92
181 0.44 104.69
182 0.43 103.25
183 0.45 102.61
184 0.46 100.79
185 0.43 103.50
186 0.43 104.90
187 0.44 103.64
188 0.45 100.39
189 0.44 100.70
190 0.44 102.08
191 0.44 104.34
192 0.43 103.68
193 0.46 103.38
194 0.41 103.87
195 0.42 103.40
196 0.40 101.72
197 0.39 100.19
198 0.42 100.56
199 0.40 100.26
200 0.37 98.79
