#X		Y		Free		Pro
0.025000	121.100000	9999999.000000	0.000000
0.025000	123.300000	9999999.000000	0.000000
0.025000	125.500000	9999999.000000	0.000000
0.025000	127.700000	9999999.000000	0.000000
0.025000	129.900000	9999999.000000	0.000000
0.025000	132.100000	9999999.000000	0.000000
0.025000	134.300000	9999999.000000	0.000000
0.025000	136.500000	9999999.000000	0.000000
0.025000	138.700000	9999999.000000	0.000000
0.025000	140.900000	9999999.000000	0.000000
0.025000	143.100000	9999999.000000	0.000000
0.025000	145.300000	9999999.000000	0.000000
0.025000	147.500000	9999999.000000	0.000000
0.025000	149.700000	9999999.000000	0.000000
0.025000	151.900000	9999999.000000	0.000000
0.025000	154.100000	9999999.000000	0.000000
0.025000	156.300000	9999999.000000	0.000000
0.025000	158.500000	9999999.000000	0.000000
0.025000	160.700000	9999999.000000	0.000000
0.025000	162.900000	9999999.000000	0.000000
0.025000	165.100000	9999999.000000	0.000000
0.025000	167.300000	9999999.000000	0.000000
0.025000	169.500000	9999999.000000	0.000000
0.025000	171.700000	9999999.000000	0.000000
0.025000	173.900000	9999999.000000	0.000000

0.075000	121.100000	9999999.000000	0.000000
0.075000	123.300000	9999999.000000	0.000000
0.075000	125.500000	9999999.000000	0.000000
0.075000	127.700000	9999999.000000	0.000000
0.075000	129.900000	9999999.000000	0.000000
0.075000	132.100000	9999999.000000	0.000000
0.075000	134.300000	9999999.000000	0.000000
0.075000	136.500000	9999999.000000	0.000000
0.075000	138.700000	9999999.000000	0.000000
0.075000	140.900000	9999999.000000	0.000000
0.075000	143.100000	9999999.000000	0.000000
0.075000	145.300000	9999999.000000	0.000000
0.075000	147.500000	9999999.000000	0.000000
0.075000	149.700000	9999999.000000	0.000000
0.075000	151.900000	9999999.000000	0.000000
0.075000	154.100000	9999999.000000	0.000000
0.075000	156.300000	9999999.000000	0.000000
0.075000	158.500000	9999999.000000	0.000000
0.075000	160.700000	9999999.000000	0.000000
0.075000	162.900000	9999999.000000	0.000000
0.075000	165.100000	9999999.000000	0.000000
0.075000	167.300000	9999999.000000	0.000000
0.075000	169.500000	9999999.000000	0.000000
0.075000	171.700000	9999999.000000	0.000000
0.075000	173.900000	9999999.000000	0.000000

0.125000	121.100000	9999999.000000	0.000000
0.125000	123.300000	9999999.000000	0.000000
0.125000	125.500000	9999999.000000	0.000000
0.125000	127.700000	9999999.000000	0.000000
0.125000	129.900000	9999999.000000	0.000000
0.125000	132.100000	9999999.000000	0.000000
0.125000	134.300000	9999999.000000	0.000000
0.125000	136.500000	9999999.000000	0.000000
0.125000	138.700000	9999999.000000	0.000000
0.125000	140.900000	9999999.000000	0.000000
0.125000	143.100000	9999999.000000	0.000000
0.125000	145.300000	9999999.000000	0.000000
0.125000	147.500000	9999999.000000	0.000000
0.125000	149.700000	9999999.000000	0.000000
0.125000	151.900000	9999999.000000	0.000000
