1 0.37 140.16
2 0.41 140.52
3 0.41 140.66
4 0.38 138.29
5 0.38 136.88
6 0.36 137.32
7 0.39 137.92
8 0.36 138.08
9 0.40 137.24
10 0.40 135.97
11 0.40 138.05
12 0.44 139.76
13 0.46 140.78
14 0.41 142.61
15 0.44 143.78
16 0.47 144.36
17 0.45 143.16
18 0.43 143.68
19 0.43 144.18
20 0.45 145.34
21 0.42 145.34
22 0.45 143.91
23 0.45 140.64
24 0.45 140.48
25 0.46 140.84
26 0.43 141.49
27 0.43 140.80
28 0.41 143.32
29 0.41 141.48
30 0.40 139.60
31 0.39 139.50
32 0.40 139.50
33 0.41 138.92
34 0.42 139.09
35 0.41 138.56
36 0.41 138.75
37 0.38 140.25
38 0.38 141.64
39 0.40 140.20
40 0.40 140.97
41 0.41 140.66
42 0.44 142.61
43 0.41 139.93
44 0.41 141.89
45 0.43 141.62
46 0.44 141.81
47 0.44 141.63
48 0.42 142.81
49 0.42 142.50
50 0.43 145.81
51 0.43 142.35
52 0.44 141.16
53 0.46 142.10
54 0.43 141.57
55 0.44 141.11
56 0.42 144.08
57 0.42 144.69
58 0.42 144.56
59 0.42 142.75
60 0.43 141.79
61 0.41 140.14
62 0.41 138.68
63 0.44 137.76
64 0.44 136.79
65 0.43 133.76
66 0.46 135.09
67 0.46 137.23
68 0.47 138.30
69 0.46 137.74
70 0.46 139.07
71 0.48 138.51
72 0.47 141.32
73 0.46 140.23
74 0.46 138.86
75 0.45 141.44
76 0.44 140.62
77 0.45 139.82
78 0.43 139.46
79 0.44 137.99
80 0.44 135.80
81 0.45 134.83
82 0.43 132.54
83 0.44 133.00
84 0.46 132.93
85 0.45 134.46
86 0.45 133.92
87 0.44 132.16
88 0.43 137.02
89 0.43 135.44
90 0.43 135.24
91 0.42 137.20
92 0.41 139.80
93 0.43 141.01
94 0.44 140.16
95 0.43 139.28
96 0.43 139.59
97 0.44 139.29
98 0.43 141.32
99 0.43 141.48
100 0.42 144.69
101 0.42 145.82
102 0.43 144.81
103 0.42 144.65
104 0.40 144.81
105 0.43 145.11
106 0.44 144.21
107 0.40 145.74
108 0.41 144.37
109 0.41 143.80
110 0.42 145.38
111 0.43 143.50
112 0.42 141.24
113 0.44 139.38
114 0.41 142.22
115 0.42 142.26
116 0.42 141.92
117 0.41 141.36
118 0.39 140.15
119 0.41 139.46
120 0.41 141.95
121 0.42 142.56
122 0.41 144.02
123 0.40 142.58
124 0.41 142.69
125 0.41 142.62
126 0.42 143.27
127 0.40 145.48
128 0.42 144.31
129 0.40 144.85
130 0.40 146.01
131 0.40 146.65
132 0.38 147.69
133 0.40 148.80
134 0.41 149.52
135 0.40 147.91
136 0.43 148.61
137 0.43 148.86
138 0.42 150.33
139 0.42 151.58
140 0.40 151.56
141 0.41 152.23
142 0.39 151.07
143 0.39 148.51
144 0.40 150.01
145 0.40 149.88
146 0.37 147.74
147 0.40 147.77
148 0.39 150.92
149 0.40 150.33
150 0.39 154.28
151 0.40 155.43
152 0.39 154.89
153 0.39 153.91
154 0.42 152.66
155 0.39 153.85
156 0.41 155.15
157 0.40 153.84
158 0.40 154.49
159 0.41 152.28
160 0.39 150.98
161 0.40 149.34
162 0.40 148.82
163 0.38 148.95
164 0.38 146.70
165 0.39 146.29
166 0.39 148.39
167 0.41 148.42
168 0.38 148.93
169 0.38 148.57
170 0.41 148.26
171 0.40 150.18
172 0.38 147.17
173 0.39 147.83
174 0.38 149.76
175 0.40 150.89
176 0.40 150.91
177 0.39 148.57
178 0.42 148.55
179 0.40 149.12
180 0.38 148.03
181 0.40 150.14
182 0.39 149.59
183 0.38 150.40
184 0.38 147.41
185 0.39 148.77
186 0.39 148.70
187 0.42 151.64
188 0.40 150.61
189 0.40 149.53
190 0.40 151.93
191 0.38 152.02
192 0.39 151.67
193 0.40 153.61
194 0.40 149.10
195 0.41 148.68
196 0.39 149.69
197 0.40 146.48
198 0.42 146.47
199 0.41 148.06
200 0.40 147.10
