1 0.23 147.55
2 0.21 148.58
3 0.26 147.82
4 0.24 149.82
5 0.26 148.19
6 0.27 149.00
7 0.25 148.18
8 0.26 148.31
9 0.23 147.08
10 0.26 146.02
11 0.25 144.25
12 0.25 143.67
13 0.27 145.61
14 0.28 145.63
15 0.28 144.63
16 0.27 143.28
17 0.27 145.79
18 0.27 145.69
19 0.27 143.89
20 0.27 142.75
21 0.26 144.31
22 0.27 145.27
23 0.28 146.56
24 0.29 146.76
25 0.27 148.10
26 0.28 148.45
27 0.26 147.99
28 0.28 147.60
29 0.27 148.40
30 0.26 147.24
31 0.28 144.06
32 0.28 142.90
33 0.29 139.70
34 0.27 141.01
35 0.27 140.32
36 0.29 142.67
37 0.27 143.99
38 0.27 147.06
39 0.28 151.03
40 0.29 150.68
41 0.28 151.12
42 0.28 150.08
43 0.28 150.32
44 0.27 147.74
45 0.30 148.43
46 0.25 150.24
47 0.24 148.71
48 0.27 148.67
49 0.29 152.13
50 0.30 150.48
51 0.30 149.87
52 0.29 152.56
53 0.29 150.30
54 0.30 150.43
55 0.30 151.59
56 0.29 150.71
57 0.29 150.76
58 0.29 153.15
59 0.27 151.88
60 0.28 152.65
61 0.30 150.77
62 0.29 149.84
63 0.29 149.28
64 0.27 147.87
65 0.29 149.36
66 0.28 147.25
67 0.27 149.60
68 0.28 149.93
69 0.28 151.00
70 0.27 153.43
71 0.27 150.95
72 0.26 150.71
73 0.25 149.86
74 0.26 151.40
75 0.26 153.41
76 0.26 149.90
77 0.29 154.85
78 0.27 152.39
79 0.30 153.12
80 0.28 153.49
81 0.27 155.34
82 0.26 153.80
83 0.27 154.61
84 0.28 156.83
85 0.26 155.17
86 0.26 155.41
87 0.28 155.47
88 0.28 154.55
89 0.28 152.16
90 0.27 150.64
91 0.26 150.26
92 0.25 150.37
93 0.29 148.68
94 0.29 150.71
95 0.29 149.04
96 0.28 150.80
97 0.26 152.28
98 0.28 151.31
99 0.29 151.92
100 0.26 154.45
101 0.29 153.89
102 0.26 155.80
103 0.27 156.33
104 0.28 156.90
105 0.28 156.35
106 0.27 157.76
107 0.28 156.77
108 0.26 154.62
109 0.28 154.69
110 0.26 153.45
111 0.25 152.34
112 0.25 152.00
113 0.24 149.95
114 0.25 149.88
115 0.26 148.42
116 0.27 148.28
117 0.27 148.57
118 0.27 148.54
119 0.27 147.82
120 0.26 148.47
121 0.26 147.81
122 0.26 147.16
123 0.25 143.97
124 0.26 144.86
125 0.26 143.55
126 0.27 143.98
127 0.29 145.68
128 0.27 145.62
129 0.27 146.47
130 0.25 148.19
131 0.26 148.70
132 0.26 150.01
133 0.27 148.53
134 0.25 148.33
135 0.27 148.33
136 0.26 149.00
137 0.25 148.44
138 0.27 148.84
139 0.27 151.43
140 0.26 150.06
141 0.27 149.62
142 0.27 150.42
143 0.26 150.88
144 0.27 151.41
145 0.27 151.07
146 0.26 152.67
147 0.24 152.29
148 0.25 149.71
149 0.26 150.36
150 0.24 149.28
151 0.24 150.66
152 0.26 153.05
153 0.24 151.42
154 0.24 151.92
155 0.26 151.08
156 0.26 151.75
157 0.24 153.56
158 0.24 152.48
159 0.26 152.59
160 0.26 153.46
161 0.26 155.05
162 0.28 155.59
163 0.27 154.52
164 0.24 155.18
165 0.25 154.62
166 0.25 153.06
167 0.24 152.37
168 0.25 150.42
169 0.24 151.45
170 0.25 151.74
171 0.24 149.66
172 0.26 148.74
173 0.25 150.08
174 0.24 149.96
175 0.25 149.18
176 0.24 148.09
177 0.25 149.71
178 0.26 149.12
179 0.25 149.11
180 0.25 149.26
181 0.24 150.05
182 0.25 150.84
183 0.24 152.07
184 0.24 155.61
185 0.24 154.52
186 0.25 153.73
187 0.22 151.93
188 0.23 150.47
189 0.24 150.44
190 0.23 150.56
191 0.23 149.46
192 0.22 149.09
193 0.23 149.01
194 0.23 149.42
195 0.24 150.46
196 0.25 151.69
197 0.24 149.74
198 0.25 149.73
199 0.24 149.41
200 0.24 151.64
