1 0.32 142.87
2 0.33 144.90
3 0.34 145.66
4 0.34 146.51
5 0.35 146.62
6 0.35 146.94
7 0.35 144.72
8 0.36 145.40
9 0.36 146.23
10 0.36 147.94
11 0.41 147.47
12 0.43 148.23
13 0.42 147.24
14 0.44 146.54
15 0.45 147.45
16 0.43 144.56
17 0.48 144.39
18 0.41 144.85
19 0.41 144.12
20 0.44 142.90
21 0.45 143.13
22 0.40 142.56
23 0.40 141.55
24 0.41 139.56
25 0.40 137.42
26 0.37 138.57
27 0.38 137.91
28 0.38 140.87
29 0.41 141.24
30 0.41 139.82
31 0.41 139.88
32 0.37 140.64
33 0.42 141.66
34 0.40 141.26
35 0.39 141.54
36 0.40 140.55
37 0.41 140.94
38 0.38 141.32
39 0.40 142.86
40 0.41 145.53
41 0.39 146.72
42 0.40 146.73
43 0.37 145.48
44 0.38 145.56
45 0.38 143.96
46 0.38 145.98
47 0.40 147.03
48 0.40 146.52
49 0.39 147.28
50 0.37 146.26
51 0.39 146.27
52 0.39 148.28
53 0.39 147.38
54 0.37 148.50
55 0.36 147.71
56 0.37 146.81
57 0.38 143.68
58 0.40 145.17
59 0.43 144.45
60 0.42 142.51
61 0.40 143.52
62 0.41 143.96
63 0.41 144.81
64 0.42 144.97
65 0.43 145.36
66 0.41 144.27
67 0.41 143.98
68 0.40 142.71
69 0.42 144.05
70 0.40 145.45
71 0.41 145.74
72 0.40 145.80
73 0.41 146.91
74 0.39 146.41
75 0.40 147.47
76 0.39 148.09
77 0.40 147.14
78 0.40 145.99
79 0.40 144.77
80 0.41 146.08
81 0.41 146.31
82 0.38 147.10
83 0.38 146.65
84 0.40 145.99
85 0.39 146.49
86 0.41 149.02
87 0.39 148.08
88 0.40 145.60
89 0.38 147.05
90 0.41 147.36
91 0.41 148.19
92 0.42 146.93
93 0.39 146.21
94 0.40 147.32
95 0.38 145.53
96 0.40 143.58
97 0.39 143.14
98 0.41 143.57
99 0.40 142.18
100 0.39 145.48
101 0.37 142.30
102 0.39 144.23
103 0.36 143.94
104 0.36 144.03
105 0.38 144.55
106 0.37 146.06
107 0.37 146.53
108 0.39 145.29
109 0.38 145.81
110 0.37 147.30
111 0.39 149.20
112 0.37 149.81
113 0.38 150.08
114 0.35 150.16
115 0.39 149.60
116 0.37 150.87
117 0.37 148.11
118 0.36 146.82
119 0.36 146.10
120 0.37 145.53
121 0.36 142.84
122 0.35 146.57
123 0.35 147.34
124 0.37 148.36
125 0.39 149.97
126 0.36 152.79
127 0.36 153.70
128 0.36 150.98
129 0.39 149.67
130 0.38 151.43
131 0.36 153.06
132 0.35 153.39
133 0.37 152.28
134 0.37 152.07
135 0.37 154.74
136 0.37 155.47
137 0.37 157.19
138 0.39 155.75
139 0.38 156.66
140 0.38 155.51
141 0.38 154.80
142 0.38 155.61
143 0.38 156.63
144 0.38 157.35
145 0.36 157.28
146 0.35 158.12
147 0.39 156.65
148 0.38 155.67
149 0.38 153.86
150 0.39 154.70
151 0.36 153.80
152 0.41 153.02
153 0.40 150.29
154 0.40 149.91
155 0.40 148.63
156 0.40 148.48
157 0.39 148.89
158 0.38 145.38
159 0.38 145.38
160 0.37 146.32
161 0.40 147.93
162 0.38 147.69
163 0.41 148.06
164 0.40 147.94
165 0.41 147.26
166 0.39 147.47
167 0.38 147.21
168 0.39 147.34
169 0.38 147.91
170 0.38 147.12
171 0.37 147.67
172 0.38 148.11
173 0.37 147.25
174 0.35 145.81
175 0.35 148.41
176 0.37 147.97
177 0.36 146.67
178 0.37 146.49
179 0.37 147.59
180 0.37 148.66
181 0.37 148.53
182 0.38 151.52
183 0.37 149.38
184 0.37 151.06
185 0.37 152.55
186 0.36 153.72
187 0.39 152.17
188 0.39 151.90
189 0.38 153.56
190 0.39 153.56
191 0.40 154.41
192 0.40 154.79
193 0.38 154.05
194 0.40 153.51
195 0.39 155.68
196 0.38 153.68
197 0.39 154.02
198 0.39 153.94
199 0.40 154.38
200 0.40 152.97
