1 0.25 141.17
2 0.26 141.47
3 0.26 142.67
4 0.26 141.63
5 0.29 141.71
6 0.27 142.05
7 0.26 141.13
8 0.26 140.46
9 0.26 139.54
10 0.27 139.10
11 0.30 139.63
12 0.30 137.83
13 0.31 140.70
14 0.30 140.65
15 0.31 141.03
16 0.31 139.41
17 0.30 140.38
18 0.30 140.69
19 0.29 141.78
20 0.29 140.11
21 0.31 138.86
22 0.30 138.84
23 0.29 138.14
24 0.29 137.42
25 0.28 136.83
26 0.29 136.36
27 0.29 135.83
28 0.30 135.40
29 0.30 133.75
30 0.29 133.70
31 0.30 133.11
32 0.28 133.50
33 0.30 134.73
34 0.30 134.98
35 0.30 133.56
36 0.29 134.84
37 0.30 134.56
38 0.30 133.42
39 0.28 133.00
40 0.28 132.49
41 0.28 133.39
42 0.29 132.16
43 0.29 132.16
44 0.28 131.05
45 0.30 133.18
46 0.29 132.63
47 0.29 133.65
48 0.30 132.77
49 0.30 131.18
50 0.32 131.25
51 0.31 132.43
52 0.30 132.65
53 0.29 133.41
54 0.29 131.20
55 0.28 130.70
56 0.31 131.36
57 0.30 131.20
58 0.29 132.39
59 0.30 133.55
60 0.30 135.19
61 0.30 133.30
62 0.29 132.60
63 0.31 131.78
64 0.30 134.07
65 0.29 135.86
66 0.31 135.61
67 0.30 135.93
68 0.32 135.55
69 0.30 135.00
70 0.30 134.44
71 0.29 134.53
72 0.30 134.64
73 0.30 133.17
74 0.29 135.46
75 0.28 136.94
76 0.28 136.11
77 0.29 137.27
78 0.29 138.06
79 0.29 137.26
80 0.29 136.10
81 0.29 137.90
82 0.29 140.02
83 0.30 139.24
84 0.28 141.44
85 0.28 141.68
86 0.27 141.19
87 0.28 142.94
88 0.28 142.85
89 0.27 141.04
90 0.28 140.56
91 0.29 138.73
92 0.28 137.18
93 0.29 137.59
94 0.28 135.14
95 0.28 134.07
96 0.27 134.86
97 0.27 135.21
98 0.25 134.16
99 0.26 133.89
100 0.26 133.88
101 0.28 132.33
102 0.28 131.92
103 0.27 132.13
104 0.26 131.73
105 0.28 132.69
106 0.27 133.93
107 0.27 134.19
108 0.29 136.29
109 0.30 137.41
110 0.27 140.76
111 0.27 138.42
112 0.29 138.13
113 0.28 137.93
114 0.29 138.51
115 0.29 137.37
116 0.29 137.19
117 0.27 139.97
118 0.27 140.49
119 0.29 139.89
120 0.27 139.50
121 0.27 140.01
122 0.27 139.57
123 0.29 140.74
124 0.28 138.17
125 0.26 137.78
126 0.28 137.92
127 0.27 138.64
128 0.28 139.55
129 0.26 140.27
130 0.30 139.93
131 0.29 141.30
132 0.31 139.71
133 0.29 139.65
134 0.30 140.90
135 0.29 142.29
136 0.30 142.55
137 0.29 143.11
138 0.29 143.54
139 0.30 141.88
140 0.26 141.31
141 0.26 142.74
142 0.28 142.70
143 0.28 141.89
144 0.29 140.78
145 0.27 139.24
146 0.28 140.72
147 0.27 142.47
148 0.29 142.41
149 0.29 143.02
150 0.25 141.44
151 0.27 141.54
152 0.28 141.44
153 0.27 141.92
154 0.28 143.20
155 0.28 143.38
156 0.29 142.21
157 0.29 139.75
158 0.29 138.81
159 0.29 136.92
160 0.31 137.22
161 0.31 136.16
162 0.30 137.47
163 0.31 139.16
164 0.28 138.40
165 0.28 135.11
166 0.28 135.14
167 0.29 134.25
168 0.29 134.73
169 0.29 134.44
170 0.28 134.82
171 0.30 133.89
172 0.30 132.66
173 0.29 130.60
174 0.28 133.04
175 0.28 132.66
176 0.29 132.93
177 0.27 133.27
178 0.30 132.84
179 0.29 132.60
180 0.29 131.45
181 0.32 131.62
182 0.29 133.06
183 0.31 133.20
184 0.30 132.47
185 0.30 130.98
186 0.29 133.58
187 0.31 132.84
188 0.29 134.95
189 0.32 134.50
190 0.29 135.67
191 0.29 136.76
192 0.30 135.02
193 0.30 135.80
194 0.28 133.67
195 0.30 135.75
196 0.29 134.78
197 0.28 135.22
198 0.28 135.41
199 0.30 136.03
200 0.27 136.80
